Year,Country,Fatal (Y/N),gdp
2012,USA,N,53989.2483396923
2012,USA,N,53989.2483396923
2012,NEW ZEALAND,N,36534.9366581239
2012,AUSTRALIA,N,55315.3310163741
2012,FRANCE,N,36168.9393600525
2012,USA,N,53989.2483396923
2012,MIDUPP_INCOME,N,12941.0299991428
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,SOUTH AFRICA,N,5691.71454556114
2012,AUSTRALIA,N,55315.3310163741
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,BAHAMAS,N,32675.6367330986
2012,HIGH_INCOME,N,93801.2696214765
2012,AUSTRALIA,N,55315.3310163741
2012,SOUTH AFRICA,Y,5691.71454556114
2012,USA,N,53989.2483396923
2012,AUSTRALIA,N,55315.3310163741
2012,AUSTRALIA,N,55315.3310163741
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,N,5654.92807002849
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,SOUTH AFRICA,N,5657.22171750527
2011,AUSTRALIA,N,54167.1586465105
2011,AUSTRALIA,N,54167.1586465105
2011,USA,N,53190.2311213989
2011,AUSTRALIA,N,54167.1586465105
2011,MIDLOW_INCOME,N,2849.35498540064
2011,AUSTRALIA,N,54167.1586465105
2011,USA,N,53190.2311213989
2011,PAPUA NEW GUINEA,N,2210.9521455036
2011,BRAZIL,N,8965.63256916182
2011,FRANCE,N,36230.9692176114
2011,USA,N,53190.2311213989
2011,UNITED KINGDOM,N,42481.3029251905
2011,SOUTH AFRICA,N,5657.22171750527
2011,AUSTRALIA,Y,54167.1586465105
2011,USA,N,53190.2311213989
2011,AUSTRALIA,N,54167.1586465105
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,AUSTRALIA,Y,54167.1586465105
2011,FRANCE,N,36230.9692176114
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,N,5881.13542061702
2011,SOUTH AFRICA,N,5657.22171750527
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,FRANCE,Y,36230.9692176114
2011,LOW_INCOME,Y,1202.16745034986
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,PAPUA NEW GUINEA,N,2210.9521455036
2011,USA,N,53190.2311213989
2011,AUSTRALIA,Y,54167.1586465105
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,N,11125.3445917138
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,SOUTH AFRICA,Y,5657.22171750527
2011,MIDUPP_INCOME,N,11125.3445917138
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,N,11125.3445917138
2011,MICRONESIA,N,3166.74385830107
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,Y,13380.9551673594
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,Y,13380.9551673594
2011,PHILIPPINES,N,2484.48920396419
2011,USA,N,53190.2311213989
2011,SOUTH AFRICA,N,5657.22171750527
2011,USA,N,53190.2311213989
2011,FRANCE,N,36230.9692176114
2011,USA,N,53190.2311213989
2011,BAHAMAS,N,32049.6658329574
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,FRANCE,N,36230.9692176114
2011,MIDLOW_INCOME,N,5468.19553964578
2011,UNITED KINGDOM,N,42481.3029251905
2011,BRAZIL,N,8965.63256916182
2011,SOUTH AFRICA,N,5657.22171750527
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,UNITED KINGDOM,N,42481.3029251905
2011,MIDUPP_INCOME,Y,10559.2059643368
2011,FRANCE,Y,36230.9692176114
2011,UNITED KINGDOM,N,42481.3029251905
2011,USA,N,53190.2311213989
2011,MIDLOW_INCOME,N,5468.19553964578
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,MIDUPP_INCOME,N,8550.15463797273
2011,USA,N,53190.2311213989
2011,SOUTH AFRICA,N,5657.22171750527
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,SOUTH AFRICA,Y,5657.22171750527
2011,USA,N,53190.2311213989
2011,FRANCE,Y,36230.9692176114
2011,USA,N,53190.2311213989
2011,USA,N,53190.2311213989
2011,SOUTH AFRICA,N,5657.22171750527
2011,USA,N,53190.2311213989
2011,AUSTRALIA,N,54167.1586465105
2011,USA,N,53190.2311213989
2011,NEW ZEALAND,N,35930.7008375855
2011,MIDLOW_INCOME,N,2849.35498540064
2011,FIJI,N,4626.66345132926
2011,USA,N,53190.2311213989
2011,MEXICO,N,9076.30145285741
2011,AUSTRALIA,N,54167.1586465105
2011,MEXICO,N,9076.30145285741
2011,FIJI,N,4626.66345132926
2011,AUSTRALIA,N,54167.1586465105
2011,AUSTRALIA,N,54167.1586465105
2011,AUSTRALIA,N,54167.1586465105
2011,FRANCE,N,36230.9692176114
2011,FRANCE,N,36230.9692176114
2011,AUSTRALIA,Y,54167.1586465105
2011,AUSTRALIA,N,54167.1586465105
2011,AUSTRALIA,N,54167.1586465105
2011,MEXICO,N,9076.30145285741
2011,SOUTH AFRICA,N,5657.22171750527
2011,MEXICO,N,9076.30145285741
2011,MEXICO,N,9076.30145285741
2011,BAHAMAS,N,32049.6658329574
2011,SOUTH AFRICA,Y,5657.22171750527
2011,MEXICO,N,9076.30145285741
2011,AUSTRALIA,N,54167.1586465105
2010,USA,N,52759.9980807375
2010,FIJI,N,4523.84683186806
2010,USA,N,52759.9980807375
2010,EGYPT,Y,3485.2821981757
2010,MIDLOW_INCOME,N,2720.19162246855
2010,EGYPT,N,3485.2821981757
2010,EGYPT,N,3485.2821981757
2010,EGYPT,N,3485.2821981757
2010,EGYPT,N,3485.2821981757
2010,MIDUPP_INCOME,N,4083.20873234026
2010,USA,N,52759.9980807375
2010,MIDUPP_INCOME,Y,5771.91841782829
2010,MIDLOW_INCOME,N,2720.19162246855
2010,AUSTRALIA,N,53604.9210993336
2010,AUSTRALIA,N,53604.9210993336
2010,AUSTRALIA,N,53604.9210993336
2010,USA,N,52759.9980807375
2010,HIGH_INCOME,N,19662.4520264591
2010,USA,N,52759.9980807375
2010,AUSTRALIA,N,53604.9210993336
2010,USA,Y,52759.9980807375
2010,EGYPT,N,3485.2821981757
2010,AUSTRALIA,N,53604.9210993336
2010,BAHAMAS,N,32271.3289016012
2010,BAHAMAS,N,32271.3289016012
2010,SOUTH AFRICA,N,5561.47928988453
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,SOUTH AFRICA,Y,5561.47928988453
2010,AUSTRALIA,N,53604.9210993336
2010,USA,N,52759.9980807375
2010,MIDLOW_INCOME,N,3769.06951421995
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,MIDLOW_INCOME,N,2099.33081664472
2010,USA,N,52759.9980807375
2010,AUSTRALIA,Y,53604.9210993336
2010,USA,N,52759.9980807375
2010,AUSTRALIA,N,53604.9210993336
2010,HIGH_INCOME,N,25451.0041554666
2010,AUSTRALIA,N,53604.9210993336
2010,USA,N,52759.9980807375
2010,HIGH_INCOME,N,20557.6463835752
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,SPAIN,N,25692.3696397122
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,SOUTH AFRICA,N,5561.47928988453
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,MIDLOW_INCOME,N,1648.26180020094
2010,USA,N,52759.9980807375
2010,AUSTRALIA,N,53604.9210993336
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,MIDLOW_INCOME,N,1648.26180020094
2010,MIDLOW_INCOME,N,1648.26180020094
2010,AUSTRALIA,N,53604.9210993336
2010,LOW_INCOME,N,469.240612005034
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,USA,N,52759.9980807375
2010,SOUTH AFRICA,N,5561.47928988453
2010,EGYPT,N,3485.2821981757
2010,FRANCE,N,35625.4740419487
2010,NEW ZEALAND,N,35406.6767459554
2010,SOUTH AFRICA,N,5561.47928988453
2010,FIJI,Y,4523.84683186806
2010,AUSTRALIA,N,53604.9210993336
2010,AUSTRALIA,N,53604.9210993336
2010,NEW ZEALAND,N,35406.6767459554
2010,AUSTRALIA,N,53604.9210993336
2010,USA,N,52759.9980807375
2010,USA,Y,52759.9980807375
2010,NEW ZEALAND,N,35406.6767459554
2010,BRAZIL,N,8702.266794901
2010,AUSTRALIA,N,53604.9210993336
2010,HIGH_INCOME,N,32559.0464724589
2010,AUSTRALIA,N,53604.9210993336
2010,SOUTH AFRICA,Y,5561.47928988453
2010,AUSTRALIA,N,53604.9210993336
2010,MIDLOW_INCOME,N,1648.26180020094
2010,MIDLOW_INCOME,N,1648.26180020094
2010,MIDLOW_INCOME,N,1648.26180020094
2010,USA,N,52759.9980807375
2010,SOUTH AFRICA,N,5561.47928988453
2009,SOUTH AFRICA,N,5476.53437522754
2009,AUSTRALIA,N,53342.4479012173
2009,LOW_INCOME,N,463.119488172972
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,SOUTH AFRICA,Y,5476.53437522754
2009,NEW ZEALAND,Y,35263.6713153438
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,AUSTRALIA,N,53342.4479012173
2009,USA,N,51869.7063083713
2009,AUSTRALIA,N,53342.4479012173
2009,LOW_INCOME,N,463.119488172972
2009,AUSTRALIA,N,53342.4479012173
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,MIDUPP_INCOME,N,9840.3157893539
2009,UNITED KINGDOM,N,41742.2267535582
2009,AUSTRALIA,N,53342.4479012173
2009,USA,N,51869.7063083713
2009,UNITED KINGDOM,N,41742.2267535582
2009,USA,N,51869.7063083713
2009,MIDLOW_INCOME,N,1564.34748605064
2009,BRAZIL,Y,8169.27318076463
2009,USA,Y,51869.7063083713
2009,BRAZIL,Y,8169.27318076463
2009,MIDLOW_INCOME,N,1980.35522288747
2009,USA,N,51869.7063083713
2009,SOUTH AFRICA,Y,5476.53437522754
2009,USA,N,51869.7063083713
2009,SOUTH AFRICA,N,5476.53437522754
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,BAHAMAS,N,32267.4927088134
2009,AUSTRALIA,N,53342.4479012173
2009,MIDLOW_INCOME,N,1564.34748605064
2009,LOW_INCOME,Y,1103.28186590344
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,MIDLOW_INCOME,N,1564.34748605064
2009,BAHAMAS,N,32267.4927088134
2009,USA,N,51869.7063083713
2009,SOUTH AFRICA,N,5476.53437522754
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,AUSTRALIA,N,53342.4479012173
2009,MIDLOW_INCOME,N,1564.34748605064
2009,EGYPT,N,3381.11537652316
2009,EGYPT,N,3381.11537652316
2009,EGYPT,Y,3381.11537652316
2009,HIGH_INCOME,N,60461.6103114491
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,HIGH_INCOME,N,33383.1268615286
2009,BAHAMAS,N,32267.4927088134
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,PHILIPPINES,N,2304.83654532061
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,AUSTRALIA,N,53342.4479012173
2009,USA,N,51869.7063083713
2009,USA,N,51869.7063083713
2009,SOUTH AFRICA,N,5476.53437522754
2009,SOUTH AFRICA,Y,5476.53437522754
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,USA,N,51869.7063083713
2009,MIDUPP_INCOME,N,7808.65800789251
2009,USA,N,51869.7063083713
2009,AUSTRALIA,N,53342.4479012173
2009,FRANCE,Y,35117.3235150994
2009,SOUTH AFRICA,N,5476.53437522754
2009,NEW ZEALAND,N,35263.6713153438
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,USA,Y,51869.7063083713
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,HIGH_INCOME,N,19335.5025201945
2009,MIDUPP_INCOME,N,6601.02638947254
2009,NEW ZEALAND,N,35263.6713153438
2009,AUSTRALIA,N,53342.4479012173
2009,SOUTH AFRICA,Y,5476.53437522754
2009,AUSTRALIA,N,53342.4479012173
2009,NEW ZEALAND,N,35263.6713153438
2009,SOUTH AFRICA,Y,5476.53437522754
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,AUSTRALIA,N,53342.4479012173
2009,NEW ZEALAND,N,35263.6713153438
2009,MIDUPP_INCOME,N,5224.83833673442
2009,NEW ZEALAND,N,35263.6713153438
2009,MIDUPP_INCOME,N,6601.02638947254
2008,AUSTRALIA,N,53418.5536172064
2008,AUSTRALIA,N,53418.5536172064
2008,AUSTRALIA,N,53418.5536172064
2008,AUSTRALIA,Y,53418.5536172064
2008,USA,N,53688.3651351372
2008,NEW ZEALAND,N,35666.1901988388
2008,SOUTH AFRICA,N,5640.02359087937
2008,LOW_INCOME,Y,447.684360071912
2008,EGYPT,N,3290.94074048999
2008,PHILIPPINES,N,2309.72621243372
2008,MIDUPP_INCOME,N,5280.7136398421
2008,AUSTRALIA,N,53418.5536172064
2008,HIGH_INCOME,Y,60995.1049210399
2008,PHILIPPINES,Y,2309.72621243372
2008,AUSTRALIA,N,53418.5536172064
2008,FRANCE,N,36342.7039869269
2008,AUSTRALIA,N,53418.5536172064
2008,AUSTRALIA,N,53418.5536172064
2008,USA,N,53688.3651351372
2008,HIGH_INCOME,N,12692.3500263573
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,AUSTRALIA,N,53418.5536172064
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,AUSTRALIA,N,53418.5536172064
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,AUSTRALIA,N,53418.5536172064
2008,UNITED KINGDOM,N,43863.6881561791
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,AUSTRALIA,N,53418.5536172064
2008,SOUTH AFRICA,N,5640.02359087937
2008,MIDUPP_INCOME,N,9893.67833386329
2008,MEXICO,N,9181.39996717864
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,EGYPT,N,3290.94074048999
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,UNITED KINGDOM,N,43863.6881561791
2008,BAHAMAS,N,34253.6777653991
2008,SOUTH AFRICA,N,5640.02359087937
2008,SOUTH AFRICA,N,5640.02359087937
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,BRAZIL,N,8258.62676248812
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,BRAZIL,N,8258.62676248812
2008,USA,N,53688.3651351372
2008,UNITED KINGDOM,N,43863.6881561791
2008,USA,N,53688.3651351372
2008,BRAZIL,N,8258.62676248812
2008,USA,N,53688.3651351372
2008,BAHAMAS,N,34253.6777653991
2008,MEXICO,N,9181.39996717864
2008,MEXICO,Y,9181.39996717864
2008,FIJI,Y,4531.99377927382
2008,AUSTRALIA,N,53418.5536172064
2008,FRANCE,N,36342.7039869269
2008,USA,N,53688.3651351372
2008,SOUTH AFRICA,N,5640.02359087937
2008,MEXICO,Y,9181.39996717864
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,FRANCE,N,36342.7039869269
2008,USA,N,53688.3651351372
2008,USA,Y,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,FIJI,N,4531.99377927382
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,AUSTRALIA,Y,53418.5536172064
2008,USA,N,53688.3651351372
2008,SOUTH AFRICA,N,5640.02359087937
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,BAHAMAS,Y,34253.6777653991
2008,MICRONESIA,N,2965.73815065409
2008,USA,N,53688.3651351372
2008,AUSTRALIA,N,53418.5536172064
2008,USA,N,53688.3651351372
2008,SOUTH AFRICA,N,5640.02359087937
2008,AUSTRALIA,N,53418.5536172064
2008,NEW ZEALAND,N,35666.1901988388
2008,USA,N,53688.3651351372
2008,USA,N,53688.3651351372
2008,MEXICO,N,9181.39996717864
2007,MIDUPP_INCOME,N,5048.14455495843
2007,AUSTRALIA,N,52576.6426291301
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,NEW ZEALAND,N,36375.7828142991
2007,BRAZIL,N,7936.83488269737
2007,AUSTRALIA,N,52576.6426291301
2007,AUSTRALIA,N,52576.6426291301
2007,SOUTH AFRICA,N,5539.01956682105
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,SOUTH AFRICA,N,5539.01956682105
2007,USA,N,54272.7195525927
2007,AUSTRALIA,N,52576.6426291301
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,PHILIPPINES,Y,2250.60938519144
2007,FRANCE,Y,36453.4348155073
2007,BAHAMAS,N,35722.6004245552
2007,USA,N,54272.7195525927
2007,EGYPT,N,3126.27499811106
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,MIDLOW_INCOME,N,1910.48095839647
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,HIGH_INCOME,N,75624.4148719328
2007,USA,N,54272.7195525927
2007,BAHAMAS,N,35722.6004245552
2007,USA,N,54272.7195525927
2007,FRANCE,N,36453.4348155073
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,UNITED KINGDOM,N,44333.8657875995
2007,AUSTRALIA,N,52576.6426291301
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,MIDUPP_INCOME,N,12438.7090287296
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,UNITED KINGDOM,Y,44333.8657875995
2007,BAHAMAS,N,35722.6004245552
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,FRANCE,N,36453.4348155073
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,USA,N,54272.7195525927
2007,MIDLOW_INCOME,Y,2554.65304680791
2007,USA,N,54272.7195525927
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2007,NEW ZEALAND,N,36375.7828142991
2007,AUSTRALIA,N,52576.6426291301
2007,FRANCE,N,36453.4348155073
2007,FRANCE,N,36453.4348155073
2007,USA,N,54272.7195525927
2007,AUSTRALIA,N,52576.6426291301
2007,SOUTH AFRICA,Y,5539.01956682105
2007,AUSTRALIA,N,52576.6426291301
2007,USA,N,54272.7195525927
2006,AUSTRALIA,N,50947.5638533321
2006,NEW ZEALAND,N,35637.6072410757
2006,USA,N,53782.2972881633
2006,SOUTH AFRICA,N,5325.5452787136
2006,AUSTRALIA,N,50947.5638533321
2006,PHILIPPINES,Y,2149.32993783909
2006,USA,N,53782.2972881633
2006,SOUTH AFRICA,N,5325.5452787136
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,BAHAMAS,N,35889.1657453073
2006,MIDLOW_INCOME,Y,2543.20802381471
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,BRAZIL,Y,7560.71199947724
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,SOUTH AFRICA,N,5325.5452787136
2006,USA,N,53782.2972881633
2006,AUSTRALIA,N,50947.5638533321
2006,FRANCE,N,35811.3437917226
2006,ITALY,Y,33738.1291640798
2006,FRANCE,Y,35811.3437917226
2006,SOUTH AFRICA,N,5325.5452787136
2006,SOUTH AFRICA,N,5325.5452787136
2006,USA,N,53782.2972881633
2006,FRANCE,N,35811.3437917226
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,SOUTH AFRICA,N,5325.5452787136
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,BRAZIL,Y,7560.71199947724
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,BAHAMAS,N,35889.1657453073
2006,USA,N,53782.2972881633
2006,BRAZIL,Y,7560.71199947724
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,AUSTRALIA,N,50947.5638533321
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,BRAZIL,N,7560.71199947724
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,AUSTRALIA,N,50947.5638533321
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,USA,N,53782.2972881633
2006,AUSTRALIA,N,50947.5638533321
2006,SOUTH AFRICA,N,5325.5452787136
2006,BRAZIL,N,7560.71199947724
2006,USA,N,53782.2972881633
2006,LOW_INCOME,Y,476.328820606855
2006,USA,N,53782.2972881633
2006,FIJI,N,4619.71418508759
2006,AUSTRALIA,N,50947.5638533321
2006,USA,N,53782.2972881633
2006,AUSTRALIA,N,50947.5638533321
2006,AUSTRALIA,N,50947.5638533321
2006,AUSTRALIA,N,50947.5638533321
2006,SOUTH AFRICA,N,5325.5452787136
2006,MIDLOW_INCOME,Y,3838.74197320679
2006,USA,N,53782.2972881633
2006,SOUTH AFRICA,N,5325.5452787136
2006,USA,N,53782.2972881633
2006,AUSTRALIA,N,50947.5638533321
2006,AUSTRALIA,Y,50947.5638533321
2006,USA,N,53782.2972881633
2006,SOUTH AFRICA,N,5325.5452787136
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,SOUTH AFRICA,N,5107.07681426935
2005,FRANCE,N,35199.7343164658
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,FRANCE,N,35199.7343164658
2005,SOUTH AFRICA,N,5107.07681426935
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,SOUTH AFRICA,N,5107.07681426935
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,UNITED KINGDOM,N,42818.6169647314
2005,USA,N,52796.089816261
2005,BAHAMAS,N,35674.4982666432
2005,SOUTH AFRICA,N,5107.07681426935
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,USA,N,52796.089816261
2005,USA,Y,52796.089816261
2005,AUSTRALIA,N,50299.1007737618
2005,USA,N,52796.089816261
2005,AUSTRALIA,N,50299.1007737618
2005,USA,N,52796.089816261
2005,MIDUPP_INCOME,Y,4412.44429474605
2005,AUSTRALIA,Y,50299.1007737618
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,MIDUPP_INCOME,N,3390.7101702354
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,Y,52796.089816261
2005,MIDLOW_INCOME,Y,2621.91289823039
2005,MEXICO,N,8877.85129102564
2005,USA,N,52796.089816261
2005,HIGH_INCOME,N,21193.3575135298
2005,USA,N,52796.089816261
2005,SOUTH AFRICA,Y,5107.07681426935
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,SOUTH AFRICA,N,5107.07681426935
2005,AUSTRALIA,N,50299.1007737618
2005,USA,N,52796.089816261
2005,LOW_INCOME,N,471.19501974211
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,N,50299.1007737618
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,USA,N,52796.089816261
2005,SOUTH AFRICA,N,5107.07681426935
2005,AUSTRALIA,N,50299.1007737618
2005,AUSTRALIA,Y,50299.1007737618
2005,USA,N,52796.089816261
2005,NEW ZEALAND,N,35064.4964600865
2005,MIDLOW_INCOME,N,1826.66157369605
